"","#chrom","start","end","peak_id","score","strand","auc","pvalue","fdr","summit","logfc:avg","logfc:genrich/o3-gams-GFP.pb.bam","logfc:genrich/o3g_m3GFP.pb.bam","logfc:genrich/o3g_m4GFP.pb.bam","tss_id","description","tss_distance","tss_distance_rank"
"121","PbANKA_06_v3",943585,944016,"gams_GFP-AP2-O3_475",1000,"-",2272.71875,12.457412,-1,210,1.3243,2.3294,0.2444,0.3804,"PBANKA_0623100.1","tryptophan-rich protein",-891,1
"122","PbANKA_07_v3",28121,28842,"gams_GFP-AP2-O3_478",1000,"-",2735.373779,10.528542,-1,396,1.2988,2.0638,0.9375,0.3614,"PBANKA_0700100.1","PIR protein",-837,1
"123","PbANKA_07_v3",31946,32494,"gams_GFP-AP2-O3_479",1000,"-",2512.308105,10.424706,-1,323,1.2442,2.1017,0.3426,0.6289,"PBANKA_0700200.1","PIR protein",-928,1
"124","PbANKA_07_v3",35631,36544,"gams_GFP-AP2-O3_480",1000,"-",4298.552246,10.585978,-1,387,1.2274,2.1186,0.3854,0.46,"PBANKA_0700300.1","PIR protein",-655,1
"125","PbANKA_07_v3",129920,130344,"gams_GFP-AP2-O3_486",1000,"+",2384.427734,11.476156,-1,239,1.338,2.1916,0.5659,0.6186,"PBANKA_0702400.1","conserved protein%2C unknown function",-844,1
"126","PbANKA_07_v3",142753,143479,"gams_GFP-AP2-O3_488",1000,"+",4475.27832,11.171346,-1,153,1.1093,2.1185,0.016,0.1614,"PBANKA_0702800.1","protein disulfide isomerase",-938,1
"127","PbANKA_07_v3",165093,165817,"gams_GFP-AP2-O3_491",1000,"-",6290.203125,24.367884,-1,465,1.8698,3.1003,0.4246,0.0647,"PBANKA_0703300.1","conserved Plasmodium protein%2C unknown function",-387,1
"128","PbANKA_07_v3",170851,171493,"gams_GFP-AP2-O3_492",1000,"-",2369.461914,11.312605,-1,353,1.4405,2.1707,0.6635,1.0402,"PBANKA_0703500.1","conserved Plasmodium protein%2C unknown function",-504,1
"129","PbANKA_07_v3",232547,233353,"gams_GFP-AP2-O3_495",1000,"-",10362.557617,23.807217,-1,281,2.1852,3.056,1.3775,1.4482,"PBANKA_0704700.1","conserved Plasmodium protein%2C unknown function",-563,1
"130","PbANKA_07_v3",295520,296280,"gams_GFP-AP2-O3_499",1000,"+",10729.584961,28.096296,-1,322,2.1414,3.1834,0.9943,1.1101,"PBANKA_0707100.1","inner membrane complex protein 1i",-957,1
"131","PbANKA_07_v3",339211,340199,"gams_GFP-AP2-O3_507",1000,"-",4165.862305,12.861436,-1,386,1.4828,2.2541,1.1687,0.4503,"PBANKA_0708200.1","conserved Plasmodium protein%2C unknown function",-505,1
"132","PbANKA_07_v3",355958,356788,"gams_GFP-AP2-O3_511",1000,"-",4008.251465,12.723643,-1,321,1.3821,2.3303,0.7701,0.1175,"PBANKA_0709100.1","60S ribosomal protein L22%2C putative",-539,1
"133","PbANKA_07_v3",379238,379942,"gams_GFP-AP2-O3_516",1000,"-",2065.522949,11.5008,-1,195,1.3385,2.1035,0.8409,0.5829,"PBANKA_0709800.1","conserved Plasmodium protein%2C unknown function",-698,1
"134","PbANKA_07_v3",394586,395138,"gams_GFP-AP2-O3_519",1000,"-",2669.769531,10.926771,-1,244,1.2596,2.1042,0.7643,0.2448,"PBANKA_0710200.1","conserved protein%2C unknown function",-276,1
"135","PbANKA_07_v3",457157,458751,"gams_GFP-AP2-O3_526",1000,"-",26663.798828,48.385635,-1,450,3.0834,4.1939,1.8661,1.7994,"PBANKA_0711900.1","heat shock protein 70",-945,1
"136","PbANKA_07_v3",465882,466918,"gams_GFP-AP2-O3_529",1000,"+",13879.436523,27.234716,-1,620,2.1977,3.2612,0.9102,1.1986,"PBANKA_0712200.1","BEM46-like protein%2C putative",-545,1
"137","PbANKA_07_v3",471573,472956,"gams_GFP-AP2-O3_530",1000,"-",9610.821289,13.576335,-1,711,1.3586,2.2751,0.5643,0.4585,"PBANKA_0712300.1","zinc finger protein%2C putative",-398,1
"138","PbANKA_07_v3",482202,482919,"gams_GFP-AP2-O3_532",1000,"-",6221.883789,18.822971,-1,264,1.4975,2.7183,0.2441,-0.5038,"PBANKA_0712600.1","14-3-3 protein",-562,1
"139","PbANKA_07_v3",504644,505173,"gams_GFP-AP2-O3_537",1000,"+",5022.097656,21.014423,-1,277,1.7821,2.9538,0.5472,0.1489,"PBANKA_0713200.1","conserved protein%2C unknown function",-291,1
"140","PbANKA_07_v3",591829,592581,"gams_GFP-AP2-O3_547",1000,"-",15028.883789,59.217945,-1,282,2.335,3.5474,0.9939,0.5392,"PBANKA_0716000.1","structural maintenance of chromosomes protein 3%2C putative",-248,1
"141","PbANKA_07_v3",613033,614001,"gams_GFP-AP2-O3_550",1000,"+",18030.054688,42.595924,-1,632,2.2645,3.3949,0.9191,1.0036,"PBANKA_0716700.1","GTP-binding protein%2C putative",-180,1
"142","PbANKA_07_v3",613033,614001,"gams_GFP-AP2-O3_550",1000,"-",18030.054688,42.595924,-1,632,2.2645,3.3949,0.9191,1.0036,"PBANKA_0716600.1","acylated pleckstrin-homology domain-containing protein%2C putative",-859,2
"143","PbANKA_07_v3",628647,629402,"gams_GFP-AP2-O3_551",1000,"-",7129.564941,25.014153,-1,275,1.936,2.9803,0.4766,1.1352,"PBANKA_0717200.1","conserved Plasmodium protein%2C unknown function",-368,1
"144","PbANKA_07_v3",638597,639089,"gams_GFP-AP2-O3_553",1000,"-",3611.72168,16.935402,-1,243,1.5739,2.4265,0.9294,0.723,"PBANKA_0717600.1","GTP:AMP phosphotransferase%2C putative",-855,1
"145","PbANKA_07_v3",642581,643697,"gams_GFP-AP2-O3_554",1000,"-",17490.060547,39.154205,-1,666,2.466,3.6954,0.8426,0.8693,"PBANKA_0717800.1","60S ribosomal protein L15%2C putative",-929,1
"146","PbANKA_07_v3",670154,671237,"gams_GFP-AP2-O3_557",1000,"-",29745.378906,64.774185,-1,519,3.1844,4.5931,0.8639,0.3976,"PBANKA_0718700.1","CDGSH iron-sulfur domain-containing protein%2C putative",-730,1
"147","PbANKA_07_v3",670154,671237,"gams_GFP-AP2-O3_557",1000,"+",29745.378906,64.774185,-1,519,3.1844,4.5931,0.8639,0.3976,"PBANKA_0718800.1","small GTP-binding protein sar1%2C putative",-794,2
"148","PbANKA_07_v3",679858,680310,"gams_GFP-AP2-O3_558",1000,"+",2185.702881,11.549974,-1,226,1.0634,2.0312,-0.0967,0.3184,"PBANKA_0719100.1","conserved Plasmodium protein%2C unknown function",-337,1
"149","PbANKA_07_v3",685971,686482,"gams_GFP-AP2-O3_560",1000,"+",4618.224609,20.664606,-1,281,1.7096,2.9095,0.3935,-0.0219,"PBANKA_0719300.1","bifunctional dihydrofolate reductase-thymidylate synthase%2C putative",-432,1
"150","PbANKA_07_v3",764021,764723,"gams_GFP-AP2-O3_567",1000,"+",12102.783203,41.203716,-1,347,2.4549,3.5536,1.2025,1.266,"PBANKA_0720900.1","MOLO1 domain-containing protein%2C putative",-306,1
"151","PbANKA_07_v3",766722,767321,"gams_GFP-AP2-O3_568",1000,"+",6235.081543,22.260027,-1,277,1.8969,2.9225,0.7161,0.9621,"PBANKA_0721000.1","conserved protein%2C unknown function",-840,1
"152","PbANKA_08_v3",159120,159520,"gams_GFP-AP2-O3_586",1000,"-",2067.011719,12.070702,-1,174,1.3912,2.2515,0.8187,0.4258,"PBANKA_0802700.1","mRNA cap guanine-N7 methyltransferase%2C putative",-516,1
"153","PbANKA_08_v3",196027,196673,"gams_GFP-AP2-O3_589",1000,"-",6470.106445,19.298746,-1,418,1.6554,2.7373,0.4878,0.4647,"PBANKA_0803500.1","ATP synthase subunit C%2C putative",-683,1
"154","PbANKA_08_v3",196027,196673,"gams_GFP-AP2-O3_589",1000,"+",6470.106445,19.298746,-1,418,1.6554,2.7373,0.4878,0.4647,"PBANKA_0803600.1","importin-7%2C putative",-753,2
"155","PbANKA_08_v3",211066,211838,"gams_GFP-AP2-O3_590",1000,"-",4022.681641,13.851747,-1,330,1.4693,2.4257,0.6089,0.494,"PBANKA_0804000.1","60S ribosomal protein L37%2C putative",-557,1
"156","PbANKA_08_v3",278590,279420,"gams_GFP-AP2-O3_600",1000,"+",6915.747559,16.782093,-1,382,1.5916,2.6645,0.5079,0.3551,"PBANKA_0805700.1","heat shock protein 90%2C putative",-893,1
"157","PbANKA_08_v3",368879,369552,"gams_GFP-AP2-O3_604",1000,"-",2422.724121,9.887883,-1,198,1.0304,2.0223,0.0281,0.0645,"PBANKA_0807600.1","40S ribosomal protein S11%2C putative",-393,1
"158","PbANKA_08_v3",410169,410866,"gams_GFP-AP2-O3_610",1000,"+",3129.363037,12.025057,-1,523,1.2613,2.17,0.4605,0.3952,"PBANKA_0808380.1","conserved Plasmodium protein%2C unknown function",-289,1
"159","PbANKA_08_v3",410169,410866,"gams_GFP-AP2-O3_610",1000,"+",3129.363037,12.025057,-1,523,1.2613,2.17,0.4605,0.3952,"PBANKA_0808420.1","tubulin-specific chaperone%2C putative",-717,2
"160","PbANKA_08_v3",481481,482059,"gams_GFP-AP2-O3_621",1000,"+",7232.631836,27.916656,-1,291,2.1424,3.3615,0.4424,0.6846,"PBANKA_0810700.1","subpellicular microtubule protein 1%2C putative",-675,1
"161","PbANKA_08_v3",488590,489470,"gams_GFP-AP2-O3_623",1000,"+",6188.149902,17.140554,-1,616,1.675,2.7084,0.9747,0.1087,"PBANKA_0810900.1","FHA domain protein%2C putative",-939,1
"162","PbANKA_08_v3",510458,511349,"gams_GFP-AP2-O3_625",1000,"-",6234.306641,17.850283,-1,192,1.5645,2.6562,0.4776,0.2358,"PBANKA_0811300.1","exportin-7%2C putative",-955,1
"163","PbANKA_08_v3",537833,538557,"gams_GFP-AP2-O3_626",1000,"-",8804.770508,29.721857,-1,267,2.2588,3.4031,0.5938,1.1827,"PBANKA_0812000.1","DNA primase large subunit%2C putative",-531,1
"164","PbANKA_08_v3",567277,568363,"gams_GFP-AP2-O3_628",1000,"-",6638.591309,14.841728,-1,382,1.5523,2.507,0.2595,0.9389,"PBANKA_0812600.1","conserved Plasmodium protein%2C unknown function",-451,1
"165","PbANKA_08_v3",597393,598838,"gams_GFP-AP2-O3_632",1000,"+",18061.382812,25.749941,-1,537,1.9518,3.0303,0.8534,0.7038,"PBANKA_0813700.1","conserved Plasmodium protein%2C unknown function",-289,1
"166","PbANKA_08_v3",652926,653778,"gams_GFP-AP2-O3_640",1000,"-",4654.371094,15.53863,-1,253,1.4514,2.6124,0.1388,-0.0171,"PBANKA_0815500.1","conserved Plasmodium protein%2C unknown function",-456,1
"167","PbANKA_08_v3",660250,661179,"gams_GFP-AP2-O3_641",1000,"-",7291.500977,14.779464,-1,245,1.5479,2.4876,0.8293,0.4715,"PBANKA_0815800.1","GINS complex subunit Psf3%2C putative",-563,1
"168","PbANKA_08_v3",660250,661179,"gams_GFP-AP2-O3_641",1000,"+",7291.500977,14.779464,-1,245,1.5479,2.4876,0.8293,0.4715,"PBANKA_0815900.1","BSD-domain protein%2C putative",-926,2
"169","PbANKA_08_v3",679257,679640,"gams_GFP-AP2-O3_644",1000,"+",2147.967285,11.509213,-1,202,1.3506,2.1691,0.7975,0.5007,"PBANKA_0816500.1","conserved Plasmodium protein%2C unknown function",-948,1
"170","PbANKA_08_v3",754485,755249,"gams_GFP-AP2-O3_651",1000,"+",15319.352539,40.472912,-1,375,2.7221,4.0555,0.7806,0.5354,"PBANKA_0818900.1","endoplasmic reticulum chaperone BiP%2C putative",-547,1
"171","PbANKA_08_v3",760826,761693,"gams_GFP-AP2-O3_652",1000,"-",5648.459473,12.696156,-1,396,1.3762,2.3387,0.9761,-0.3919,"PBANKA_0819000.1","glideosome-associated protein 50%2C putative",-622,1
"172","PbANKA_08_v3",788413,788976,"gams_GFP-AP2-O3_657",1000,"-",2776.483398,12.115589,-1,276,1.4297,2.2067,0.7358,0.8483,"PBANKA_0819700.1","dihydrouridine synthase%2C putative",-765,1
"173","PbANKA_08_v3",807152,807571,"gams_GFP-AP2-O3_659",1000,"+",3747.555908,19.509357,-1,168,1.5664,2.6809,0.3741,0.2344,"PBANKA_0820300.1","protein disulfide isomerase%2C putative",-379,1
"174","PbANKA_08_v3",853104,853674,"gams_GFP-AP2-O3_665",1000,"+",2713.42041,10.447164,-1,162,1.0889,2.0172,0.3886,0.0345,"PBANKA_0821600.1","CRAL/TRIO domain-containing protein%2C putative",-975,1
"175","PbANKA_08_v3",861617,862448,"gams_GFP-AP2-O3_666",1000,"-",7470.507324,25.720097,-1,597,2.1121,3.3011,0.6669,0.6088,"PBANKA_0821900.1","ubiquitin-conjugating enzyme E2%2C putative",-283,1
"176","PbANKA_08_v3",904599,905274,"gams_GFP-AP2-O3_672",1000,"+",8942.083984,31.279654,-1,275,2.0965,3.355,0.1918,0.542,"PBANKA_0823200.1","conserved protein%2C unknown function",-276,1
"177","PbANKA_08_v3",959198,959766,"gams_GFP-AP2-O3_675",1000,"-",5676.258789,16.928598,-1,173,1.2596,2.3297,0.0935,0.1228,"PBANKA_0824700.1","thioredoxin reductase%2C putative",-41,1
"178","PbANKA_08_v3",996782,997255,"gams_GFP-AP2-O3_680",1000,"+",3115.118652,14.968433,-1,261,1.4358,2.3445,0.3814,0.7948,"PBANKA_0825700.1","telomeric repeat binding factor 1%2C putative",-418,1
"179","PbANKA_08_v3",1002623,1003983,"gams_GFP-AP2-O3_682",1000,"-",9627.411133,13.965877,-1,515,1.495,2.4355,0.6701,0.5412,"PBANKA_0825900.1","conserved Plasmodium protein%2C unknown function",-932,1
"180","PbANKA_08_v3",1099933,1101298,"gams_GFP-AP2-O3_694",1000,"+",10745.211914,30.633196,-1,1097,2.2695,3.4235,1.0023,0.7921,"PBANKA_0828400.1","RNA-binding protein%2C putative",-788,1
"181","PbANKA_08_v3",1113807,1114249,"gams_GFP-AP2-O3_695",1000,"-",2001.001465,10.872982,-1,199,1.1213,2.0544,-0.1778,0.5739,"PBANKA_0828900.1","conserved Plasmodium protein%2C unknown function",-753,1
"182","PbANKA_08_v3",1131495,1132021,"gams_GFP-AP2-O3_699",1000,"+",5095.373047,21.734905,-1,282,1.5226,2.6619,0.2016,0.1902,"PBANKA_0829700.1","guanylate kinase%2C putative",-527,1
"183","PbANKA_08_v3",1143702,1144510,"gams_GFP-AP2-O3_702",1000,"+",7238.415039,18.427401,-1,458,1.6219,2.6936,0.3396,0.5835,"PBANKA_0830200.1","high molecular weight rhoptry protein 2",-924,1
"184","PbANKA_08_v3",1153614,1154454,"gams_GFP-AP2-O3_703",1000,"-",3110.22168,10.495017,-1,452,1.2892,2.0567,0.6053,0.7224,"PBANKA_0830400.1","G2 protein",-751,1
"185","PbANKA_08_v3",1167527,1168082,"gams_GFP-AP2-O3_704",1000,"-",4670.515137,22.5331,-1,226,1.7489,2.7728,0.608,0.7861,"PBANKA_0830900.1","leucine-rich repeat protein",-96,1
"186","PbANKA_08_v3",1244758,1246159,"gams_GFP-AP2-O3_713",1000,"+",16488.007812,36.448753,-1,1069,2.3561,3.5825,0.9206,0.5725,"PBANKA_0833000.1","profilin",-397,1
"187","PbANKA_08_v3",1279531,1279943,"gams_GFP-AP2-O3_717",1000,"+",2897.089111,14.701783,-1,186,1.4354,2.2142,0.9146,0.6676,"PBANKA_0834200.1","conserved Plasmodium protein%2C unknown function",-420,1
"188","PbANKA_08_v3",1290153,1290872,"gams_GFP-AP2-O3_720",1000,"-",7628.556641,30.443909,-1,466,2.0742,3.3074,0.7213,0.1175,"PBANKA_0834500.1","conserved Plasmodium protein%2C unknown function",-358,1
"189","PbANKA_08_v3",1290153,1290872,"gams_GFP-AP2-O3_720",1000,"+",7628.556641,30.443909,-1,466,2.0742,3.3074,0.7213,0.1175,"PBANKA_0834600.1","tubulin delta chain%2C putative",-385,2
"190","PbANKA_08_v3",1308063,1308870,"gams_GFP-AP2-O3_722",1000,"+",3633.12915,10.770181,-1,556,1.2219,2.0342,0.5523,0.5216,"PBANKA_0835500.1","UBX domain-containing protein%2C putative",-760,1
"191","PbANKA_09_v3",62579,62934,"gams_GFP-AP2-O3_732",1000,"-",1847.364868,11.482681,-1,181,1.2561,2.2268,0.3807,0.2421,"PBANKA_0901900.1","tubulin--tyrosine ligase%2C putative",-938,1
"192","PbANKA_09_v3",82220,82883,"gams_GFP-AP2-O3_735",1000,"+",10330.302734,29.987106,-1,364,2.2544,3.3349,0.7951,1.3157,"PBANKA_0902300.1","conserved Plasmodium protein%2C unknown function",-847,1
"193","PbANKA_09_v3",121247,121927,"gams_GFP-AP2-O3_738",1000,"-",3210.08374,13.475744,-1,442,1.4451,2.2964,0.6128,0.7881,"PBANKA_0903300.1","bicoid-interacting protein BIN3%2C putative",-822,1
"194","PbANKA_09_v3",121247,121927,"gams_GFP-AP2-O3_738",1000,"+",3210.08374,13.475744,-1,442,1.4451,2.2964,0.6128,0.7881,"PBANKA_0903400.1","TMEM65 domain-containing protein%2C putative",-928,2
"195","PbANKA_09_v3",129098,129819,"gams_GFP-AP2-O3_740",1000,"+",4280.079102,11.602756,-1,360,1.2361,2.2192,0.2794,0.2587,"PBANKA_0903600.1","dynamin-like protein%2C putative",-893,1
"196","PbANKA_09_v3",133714,134076,"gams_GFP-AP2-O3_741",1000,"+",1779.521484,10.466745,-1,185,1.0686,2.1512,0.1119,-0.378,"PBANKA_0903700.1","cysteine-rich PDZ-binding protein%2C putative",-99,1
"197","PbANKA_09_v3",161026,161595,"gams_GFP-AP2-O3_743",1000,"-",2225.490479,11.786843,-1,198,1.2421,2.2019,0.7387,-0.275,"PBANKA_0904500.1","SUMO-activating enzyme subunit 1%2C putative",-383,1
"198","PbANKA_09_v3",166709,168436,"gams_GFP-AP2-O3_744",1000,"+",8550.72168,17.895443,-1,317,1.6111,2.6782,0.4946,0.4384,"PBANKA_0904700.1","60S ribosomal protein L41%2C putative",-482,1
"199","PbANKA_09_v3",171752,172727,"gams_GFP-AP2-O3_745",1000,"-",5303.387695,14.082125,-1,560,1.3704,2.4111,0.2227,0.3455,"PBANKA_0905000.1","40S ribosomal protein S21%2C putative",-620,1
"200","PbANKA_09_v3",171752,172727,"gams_GFP-AP2-O3_745",1000,"+",5303.387695,14.082125,-1,560,1.3704,2.4111,0.2227,0.3455,"PBANKA_0905100.1","ATP-dependent (S)-NAD(P)H-hydrate dehydratase%2C putative",-846,2
"201","PbANKA_09_v3",257889,258346,"gams_GFP-AP2-O3_761",1000,"+",2946.65918,13.930141,-1,230,1.3076,2.1831,0.6168,0.4342,"PBANKA_0907800.1","ATP synthase-associated protein%2C putative",-855,1
"202","PbANKA_09_v3",329443,330018,"gams_GFP-AP2-O3_766",1000,"+",2798.835449,12.518749,-1,215,1.4112,2.3131,0.7916,0.3541,"PBANKA_0909500.1","AAA family ATPase%2C putative",-456,1
"203","PbANKA_09_v3",411952,413133,"gams_GFP-AP2-O3_770",1000,"+",3979.42041,11.89472,-1,913,1.3785,2.1482,0.583,0.9025,"PBANKA_0910900.1","sporozoite surface protein essential for liver stage development",-452,1
"204","PbANKA_09_v3",419415,419951,"gams_GFP-AP2-O3_771",1000,"+",2648.863037,13.608022,-1,238,1.4516,2.3674,0.3459,0.8274,"PBANKA_0911200.1","apicoplast ribosomal protein S14p/S29e precursor%2C putative",-132,1
"205","PbANKA_09_v3",431873,432543,"gams_GFP-AP2-O3_774",1000,"-",17637.101562,58.593616,-1,282,3.3314,4.7353,1.0398,0.5901,"PBANKA_0911600.1","mitochondrial ribosomal protein S9 precursor%2C putative",-731,1
"206","PbANKA_09_v3",436977,438030,"gams_GFP-AP2-O3_775",1000,"-",3689.318848,10.537064,-1,826,1.3542,2.1023,0.9592,0.5179,"PBANKA_0911700.1","subtilisin-like protease 2",-867,1
"207","PbANKA_09_v3",472525,473164,"gams_GFP-AP2-O3_777",1000,"-",13233.294922,47.953465,-1,363,2.8077,4.1848,0.6541,0.3152,"PBANKA_0912500.1","conserved Plasmodium protein%2C unknown function",-411,1
"208","PbANKA_09_v3",497731,498289,"gams_GFP-AP2-O3_779",1000,"-",3920.889648,12.542449,-1,184,1.3434,2.024,0.9682,0.6681,"PBANKA_0913000.1","condensin-2 complex subunit D3%2C putative",-319,1
"209","PbANKA_09_v3",497731,498289,"gams_GFP-AP2-O3_779",1000,"+",3920.889648,12.542449,-1,184,1.3434,2.024,0.9682,0.6681,"PBANKA_0913100.1","conserved protein%2C unknown function",-625,2
"210","PbANKA_09_v3",572324,572996,"gams_GFP-AP2-O3_785",1000,"-",2658.429199,10.379215,-1,257,1.2092,2.163,0.6445,-0.1602,"PBANKA_0914900.1","conserved Plasmodium protein%2C unknown function",-733,1
"211","PbANKA_09_v3",593774,594254,"gams_GFP-AP2-O3_788",1000,"-",4060.904297,16.754261,-1,236,1.5654,2.6543,0.5041,0.2205,"PBANKA_0915600.1","aquaglyceroporin",-360,1
"212","PbANKA_09_v3",608874,609389,"gams_GFP-AP2-O3_790",1000,"-",3319.958496,12.682179,-1,249,1.3582,2.247,0.5907,0.5238,"PBANKA_0916100.1","nucleic acid binding protein%2C putative",-469,1
"213","PbANKA_09_v3",641362,642135,"gams_GFP-AP2-O3_793",1000,"+",4595.133301,11.979873,-1,559,1.4372,2.0993,0.9096,0.9714,"PBANKA_0916900.1","conserved Plasmodium protein%2C unknown function",-197,1
"214","PbANKA_09_v3",648593,649826,"gams_GFP-AP2-O3_794",1000,"+",3927.921875,11.88983,-1,477,1.5174,2.1618,1.0606,1.0198,"PBANKA_0917200.1","RNA-binding protein s1%2C putative",-883,1
"215","PbANKA_09_v3",657219,657978,"gams_GFP-AP2-O3_795",1000,"-",4531.504395,12.390946,-1,487,1.3871,2.1298,0.7143,0.8713,"PBANKA_0917400.1","armadillo repeat protein PF16",-798,1
"216","PbANKA_09_v3",678455,679185,"gams_GFP-AP2-O3_797",1000,"+",5027.291992,14.25173,-1,297,1.3759,2.4534,-0.0095,0.3956,"PBANKA_0918100.1","60S ribosomal protein L38%2C putative",-582,1
"217","PbANKA_09_v3",685883,686254,"gams_GFP-AP2-O3_798",1000,"-",1897.282715,10.873935,-1,207,1.0041,2.05,0.378,-0.7952,"PBANKA_0918300.1","major facilitator superfamily-related transporter%2C putative",-709,1
"218","PbANKA_09_v3",695599,696362,"gams_GFP-AP2-O3_800",1000,"-",5794.748047,16.933123,-1,534,1.6411,2.4247,1.2891,0.6268,"PBANKA_0918600.1","phosphatidylinositol-4-phosphate 5-kinase%2C putative",-943,1
"219","PbANKA_09_v3",699216,699685,"gams_GFP-AP2-O3_801",1000,"+",4745.602539,22.612503,-1,244,1.8277,3.0384,0.2386,0.3262,"PBANKA_0918800.1","rRNA (cytosine-C(5))-methyltransferase%2C putative",-667,1
"220","PbANKA_09_v3",699216,699685,"gams_GFP-AP2-O3_801",1000,"-",4745.602539,22.612503,-1,244,1.8277,3.0384,0.2386,0.3262,"PBANKA_0918700.1","A/G-specific adenine glycosylase%2C putative",-918,2
"221","PbANKA_09_v3",735691,736716,"gams_GFP-AP2-O3_805",1000,"+",7123.234863,17.926514,-1,688,1.6011,2.4504,0.4814,1.1633,"PBANKA_0919900.1","ATP-dependent 6-phosphofructokinase%2C putative",-808,1
"222","PbANKA_09_v3",756630,757248,"gams_GFP-AP2-O3_807",1000,"+",3066.969238,11.460853,-1,378,1.1681,2.2165,0.3374,-0.2681,"PBANKA_0920500.1","conserved Plasmodium protein%2C unknown function",-383,1
"223","PbANKA_09_v3",789811,790806,"gams_GFP-AP2-O3_813",1000,"+",5402.906738,11.995017,-1,808,1.2744,2.2192,0.5414,0.1952,"PBANKA_0921700.1","autophagy-related protein 23%2C putative",-881,1
"224","PbANKA_09_v3",808111,808767,"gams_GFP-AP2-O3_816",1000,"+",4812.521973,19.70257,-1,342,1.8215,2.825,1.1921,0.3018,"PBANKA_0922100.1","40S ribosomal protein S18%2C putative",-519,1
"225","PbANKA_09_v3",830458,831630,"gams_GFP-AP2-O3_821",1000,"+",4833.234375,15.393975,-1,829,1.5705,2.5262,0.8135,0.4777,"PBANKA_0922900.1","mitochondrial import inner membrane translocase subunit TIM44%2C putative",-114,1
"226","PbANKA_09_v3",858523,858995,"gams_GFP-AP2-O3_824",1000,"+",2132.248535,11.698296,-1,204,1.2325,2.1197,0.3386,0.5249,"PBANKA_0923900.1","U6 snRNA-associated Sm-like protein LSm1%2C putative",-171,1
"227","PbANKA_09_v3",1014941,1015679,"gams_GFP-AP2-O3_841",1000,"-",3989.485596,11.504498,-1,213,1.2036,2.1275,0.4979,0.1736,"PBANKA_0927500.1","conserved Plasmodium protein%2C unknown function",-433,1
"228","PbANKA_09_v3",1014941,1015679,"gams_GFP-AP2-O3_841",1000,"-",3989.485596,11.504498,-1,213,1.2036,2.1275,0.4979,0.1736,"PBANKA_0927400.1","heat shock factor-binding protein 1%2C putative",-674,2
"229","PbANKA_09_v3",1073332,1074306,"gams_GFP-AP2-O3_848",1000,"-",6237.975586,12.029919,-1,310,1.2254,2.1892,0.2226,0.3643,"PBANKA_0929200.1","conserved protein%2C unknown function",-76,1
"230","PbANKA_09_v3",1073332,1074306,"gams_GFP-AP2-O3_848",1000,"+",6237.975586,12.029919,-1,310,1.2254,2.1892,0.2226,0.3643,"PBANKA_0929300.1","actin-related protein 2/3 complex subunit 1%2C putative",-509,2
"231","PbANKA_09_v3",1087885,1088683,"gams_GFP-AP2-O3_851",1000,"+",8720.953125,25.938211,-1,426,1.9593,3.0404,0.8644,0.6947,"PBANKA_0929700.1","haloacid dehalogenase-like hydrolase%2C putative",-948,1
"232","PbANKA_09_v3",1133418,1133824,"gams_GFP-AP2-O3_858",1000,"+",1839.425537,10.361569,-1,182,1.1305,2.053,0.1087,0.4223,"PBANKA_0931100.1","conserved protein%2C unknown function",-355,1
"233","PbANKA_09_v3",1227119,1227781,"gams_GFP-AP2-O3_865",1000,"+",6963.985352,27.825653,-1,430,2.0396,3.1793,0.8899,0.5079,"PBANKA_0933800.1","conserved Plasmodium protein%2C unknown function",-262,1
"234","PbANKA_09_v3",1267241,1267933,"gams_GFP-AP2-O3_866",1000,"+",11241.12793,35.661137,-1,395,2.3613,3.5671,0.9219,0.7379,"PBANKA_0934700.1","conserved Plasmodium protein%2C unknown function",-308,1
"235","PbANKA_09_v3",1316988,1317672,"gams_GFP-AP2-O3_872",1000,"+",7025.330566,23.251112,-1,328,1.9636,3.082,0.7781,0.6023,"PBANKA_0936500.1","replication factor C subunit 5%2C putative",-650,1
"236","PbANKA_09_v3",1333575,1334389,"gams_GFP-AP2-O3_874",1000,"-",3713.783936,14.498554,-1,408,1.3993,2.5077,0.0946,0.2122,"PBANKA_0937100.1","vacuolar protein sorting-associated protein 35%2C putative",-713,1
"237","PbANKA_09_v3",1355570,1356202,"gams_GFP-AP2-O3_878",1000,"-",8301.97168,27.865278,-1,358,2.0605,3.4068,-0.5419,0.2885,"PBANKA_0937700.1","60S ribosomal protein L36%2C putative",-470,1
"238","PbANKA_09_v3",1362048,1362880,"gams_GFP-AP2-O3_879",1000,"+",3629.730713,9.706154,-1,422,1.18,2.0785,0.4143,0.3114,"PBANKA_0937900.1","conserved Plasmodium protein%2C unknown function",-216,1
"239","PbANKA_09_v3",1378154,1378966,"gams_GFP-AP2-O3_882",1000,"+",9302.847656,23.157553,-1,453,1.9136,3.0162,0.9358,0.3774,"PBANKA_0938400.1","endoplasmic reticulum-resident calcium binding protein%2C putative",-717,1
"240","PbANKA_09_v3",1453500,1453956,"gams_GFP-AP2-O3_889",1000,"-",3360.496582,15.03289,-1,221,1.4205,2.445,0.5432,0.1737,"PBANKA_0940000.1","conserved Plasmodium protein%2C unknown function",-212,1
